wavelength_nm,selected_x,selected_x_smooth,dispersion_px_per_nm,x_relative,firma_index_float,fwhm_px,fwhm_nm,dispersion_abs_px_per_nm,distinguishable_center
400.0,530.0,526.0965149427996,0.665009834181717,0.0,338.0,77.37368090318637,116.34967924706457,0.665009834181717,True
402.0,529.0,527.426534611163,0.667476666838553,1.330019668363434,339.33001966836343,75.23858663049617,112.72092399402874,0.667476666838553,False
404.0,529.0,528.7664216101538,0.6723171185026047,2.669906667354212,340.6699066673542,83.55513163085163,124.27934576014805,0.6723171185026047,False
406.0,528.0,530.1158030851734,0.6769711428673588,4.019288142373853,342.01928814237385,84.6475595224477,125.03865255454909,0.6769711428673588,False
408.0,530.0,531.4743061816232,0.681438739932787,5.377791238823647,343.37779123882365,82.61391996906741,121.23455143923275,0.681438739932787,False
410.0,531.0,532.8415580449046,1.1449604942231417,6.745043102105001,344.745043102105,83.47419119352759,72.90573920645622,1.1449604942231417,False
411.0,531.0,534.217185820419,1.1476903225344017,8.120670877619432,346.12067087761943,81.95579359135405,71.40932704771278,1.1476903225344017,False
413.0,532.0,535.6008166535677,0.6937229673332865,9.504301710768118,347.5043017107681,83.06864824732719,119.74325798473726,0.6937229673332865,False
415.0,540.0,536.9920776897521,0.6974448552015247,10.895562746952578,348.8955627469526,83.68168404235536,119.98322651355106,0.6974448552015247,False
417.0,532.0,538.3905960743738,0.7009803157704653,12.294081131574217,350.2940811315742,84.49368105012246,120.53645323442971,0.7009803157704653,False
419.0,544.0,539.795998952834,0.7043293490400799,13.699484010034439,351.69948401003444,84.473659974459,119.93488570309742,0.7043293490400799,False
421.0,543.0,541.2079134705341,0.7074919550103971,15.111398527734536,353.11139852773454,84.03549481601192,118.77943518774988,0.7074919550103971,False
423.0,544.0,542.6259667728756,0.7104681336814167,16.529451830076027,354.529451830076,83.64237522397474,117.7285387742402,0.7104681336814167,False
425.0,543.0,544.0497860052598,0.7132578850531104,17.953271062460203,355.9532710624602,83.70184388988946,117.35144559061816,0.7132578850531104,False
427.0,546.0,545.478998313088,0.715861209125535,19.38248337028847,357.38248337028847,84.06241136552916,117.42836501535844,0.715861209125535,False
429.0,547.0,546.9132308417619,0.7182781058986336,20.816715898962343,358.81671589896234,83.90512781412679,116.8142633404558,0.7182781058986336,False
431.0,551.0,548.3521107366826,0.7205085753724347,22.255595793883003,360.255595793883,83.65066891049162,116.09947718839035,0.7205085753724347,False
433.0,552.0,549.7952651432516,0.7225526175469668,23.698750200452082,361.6987502004521,82.76506263079261,114.54537790171771,0.7225526175469668,False
